Species,District,Responsible Department,Location,Last Inspection Date,BRR,TR no.,Department Ref. No.,OVTNo,XCoordinate,YCoordinate,Type,Condition,MitigationMeasure
榕树(细叶榕),离岛区,康乐及文化事务署,"长洲,北帝庙休憩处",15/10/2020,N,LCSD/IS/00001,LCSD IS/4,LCSD IS/4,820881,808207,OVT,嫩枝枯死 (少於 5%) / 呈现树洞(轻微) / 呈现腐烂 (轻微) / 树冠不对称 / 健康状况(好) / ,持续监察 / 
榕树(细叶榕),离岛区,康乐及文化事务署,梅窝涌口街,15/10/2020,N,LCSD/IS/00003,LCSD IS/2,LCSD IS/2,817691,814301,OVT,嫩枝枯死 (少於 5%) / 呈现腐烂 (轻微) / 有明显破损 / 树冠不对称 / 健康状况(一般) / ,持续监察 / 
印度榕(印度橡树),东区,建筑署,"罗屋民俗馆休憩花园, 柴湾吉胜街, 斜坡编号 11SE-D/F221",21/10/2020,N,ARCHSD/E/00009,SA1504_TS017,ARCHSD E/2,842272,813938,OVT,有枯枝 / 健康状况(一般) / ,适当修剪树木枝条 / 
榕树(细叶榕),东区,渔农自然护理署,"柏架山道, 林边楼附近",28/10/2020,N,AFCD/E/00001,AFCD/QB/002,AFCD/QB/002,839779,815835,OVT,呈现树洞(轻微) / 健康状况(一般) / ,持续监察 / 
澳洲苹婆,中西区,康乐及文化事务署,金钟花园,8/2/2021,N,LCSD/CW/00150,LCSD CW/132,LCSD CW/132,834970,815546,OVT,嫩枝枯死 (少於 5%) / 健康状况(一般) / ,
榕树(细叶榕),中西区,康乐及文化事务署,琳宝径美国银行中心外,8/2/2021,N,LCSD/CW/00151,LCSD CW/125,LCSD CW/125,834820,815712,OVT,嫩枝枯死 (少於 5%) / 呈现树洞(轻微) / 健康状况(一般) / ,适当修剪树木枝条 / 持续监察 / 
大叶榕(黄葛树),中西区,建筑署,"香港公园,近霍士杰温室与奥林匹克广场, 斜坡编号 11SW-B/CR290",23/10/2020,N,ARCHSD/CW/00195,SA1788_TS001,ARCHSD CW/42,834705,815315,OVT,有枯枝 / 健康状况(一般) / ,适当修剪树木枝条 / 
贝壳杉,中西区,康乐及文化事务署,"香港动植物公园,靠近动物笼舍",25/1/2021,N,LCSD/CW/00157,LCSD CW/49,LCSD CW/49,834058,815512,OVT,健康状况(好) / ,持续监察 / 
榕树(细叶榕),中西区,建筑署,"卜公花园, 太庆大厦对面, 斜坡编号 11SW-A/FR238",27/10/2020,N,ARCHSD/CW/00176,SA1624_TS002,ARCHSD CW/24,833239,816188,OVT,有枯枝 / 健康状况(差) / ,适当修剪树木枝条 / 控制病虫害 / 
榕树(细叶榕),中西区,康乐及文化事务署,坚道花园,6/10/2020,N,LCSD/CW/00159,LCSD CW/31,LCSD CW/31,833321,816007,OVT,嫩枝枯死 (少於 5%) / 树冠不对称 / 健康状况(一般) / ,
榕树(细叶榕),中西区,建筑署,"香港佐治五世纪念公园, 医院道, 斜坡编号 11SW-A/R1136",30/10/2020,N,ARCHSD/CW/00175,SA1652_TS003,ARCHSD CW/23,832990,816342,OVT & SWT,健康状况(一般) / ,适当修剪树木枝条 / 
榕树(细叶榕),中西区,建筑署,"香港佐治五世纪念公园, 医院道, 斜坡编号 11SW-A/R1136",30/10/2020,N,ARCHSD/CW/00174,SA1652_TS002,ARCHSD CW/22,832986,816341,OVT & SWT,健康状况(一般) / ,
榕树(细叶榕),中西区,建筑署,"香港佐治五世纪念公园, 医院道, 斜坡编号 11SW-A/R1136",30/10/2020,N,ARCHSD/CW/00173,SA1652_TS001,ARCHSD CW/21,832980,816341,OVT & SWT,有枯枝 / 健康状况(差) / ,适当修剪树木枝条 / 
榕树(细叶榕),中西区,建筑署,"香港佐治五世纪念公园, 医院道, 斜坡编号 11SW-A/R465",30/10/2020,N,ARCHSD/CW/00172,SA1705_TS002,ARCHSD CW/20,832963,816346,OVT & SWT,有枯枝 / 有明显破损 / 健康状况(一般) / ,适当修剪树木枝条 / 
榕树(细叶榕),中西区,建筑署,"香港佐治五世纪念公园, 医院道, 斜坡编号 11SW-A/R467",30/10/2020,N,ARCHSD/CW/00171,SA1707_TS001,ARCHSD CW/19,832938,816338,OVT & SWT,有枯枝 / 健康状况(一般) / ,适当修剪树木枝条 / 
榕树(细叶榕),中西区,建筑署,"香港佐治五世纪念公园, 医院道, 斜坡编号 11SW-A/R466",30/10/2020,N,ARCHSD/CW/00170,SA1706_TS002,ARCHSD CW/18,832927,816347,OVT & SWT,呈现真菌子实体(少量) / 健康状况(一般) / ,控制病虫害 / 
榕树(细叶榕),中西区,建筑署,"香港佐治五世纪念公园, 医院道, 斜坡编号 11SW-A/R470",30/10/2020,N,ARCHSD/CW/00169,SA1710_TS003,ARCHSD CW/17,832913,816348,OVT & SWT,健康状况(一般) / ,
榕树(细叶榕),中西区,建筑署,"香港佐治五世纪念公园, 医院道, 斜坡编号 11SW-A/R469",30/10/2020,N,ARCHSD/CW/00167,SA1709_TS001,,832902,816339,SWT,有明显破损 / 健康状况(一般) / ,适当修剪树木枝条 / 
榕树(细叶榕),中西区,建筑署,"香港佐治五世纪念公园, 医院道, 斜坡编号 11SW-A/R469",30/10/2020,N,ARCHSD/CW/00166,SA1709_TS002,ARCHSD CW/15,832887,816340,OVT & SWT,健康状况(一般) / ,适当修剪树木枝条 / 
榕树(细叶榕),南区,建筑署,薄扶林苗圃,23/10/2020,N,ARCHSD/S/00013,SA2102_TS001,ARCHSD S/1,832022,813782,OVT,有枯枝 / 健康状况(一般) / ,适当修剪树木枝条 / 
榕树(细叶榕),中西区,建筑署,香港公园,23/10/2020,N,ARCHSD/CW/00021,SA1915_TS030,,834639,815330,SWT,健康状况(一般) / ,
榕树(细叶榕),中西区,建筑署,香港公园,23/10/2020,N,ARCHSD/CW/00022,SA1915_TS029,,834639,815331,SWT,有枯枝 / 健康状况(一般) / ,适当修剪树木枝条 / 
榕树(细叶榕),中西区,建筑署,香港公园,23/10/2020,N,ARCHSD/CW/00023,SA1915_TS028,,834636,815337,SWT,有枯枝 / 健康状况(一般) / ,适当修剪树木枝条 / 
榕树(细叶榕),中西区,建筑署,香港动植物公园,22/10/2020,N,ARCHSD/CW/00024,SA1898_TS010,,834116,815511,SWT,健康状况(一般) / ,
大叶榕(黄葛树),中西区,建筑署,荷李活道警察已婚宿舍,29/10/2020,N,ARCHSD/CW/00025,SA1646_TS001,,833635.9,816063.2,SWT,有明显破损 / 健康状况(一般) / ,适当修剪树木枝条 / 
榕树(细叶榕),中西区,建筑署,西营盘社区综合大楼,8/10/2020,N,ARCHSD/CW/00028,SA1714_TS003,,832919.8,816181.3,SWT,健康状况(一般) / ,
榕树(细叶榕),中西区,建筑署,西营盘社区综合大楼,8/10/2020,N,ARCHSD/CW/00029,SA1714_TS002,,832923.6,816193.4,SWT,有枯枝 / 健康状况(一般) / ,适当修剪树木枝条 / 
榕树(细叶榕),中西区,建筑署,西营盘社区综合大楼,8/10/2020,N,ARCHSD/CW/00030,SA1714_TS001,,832931.5,816202.2,SWT,有枯枝 / 健康状况(一般) / ,适当修剪树木枝条 / 
榕树(细叶榕),中西区,建筑署,西营盘赛马会分科诊所,8/10/2020,N,ARCHSD/CW/00032,SA1700_TS001,,833033.3,816402.6,SWT,健康状况(一般) / ,
榕树(细叶榕),中西区,建筑署,加惠民道花园,29/10/2020,N,ARCHSD/CW/00034,SA1683_TS004,ARCHSD CW/9,830920.8,815888.3,OVT & SWT,有枯枝 / 健康状况(一般) / ,适当修剪树木枝条 / 
榕树(细叶榕),中西区,建筑署,加惠民道花园,29/10/2020,N,ARCHSD/CW/00035,SA1683_TS003,,830922.3,815876.7,SWT,健康状况(一般) / ,适当修剪树木枝条 / 
榕树(细叶榕),中西区,建筑署,加惠民道花园,29/10/2020,N,ARCHSD/CW/00036,SA1683_TS002,,830924.2,815865.1,SWT,健康状况(一般) / ,
笔管榕,中西区,建筑署,加惠民道花园,29/10/2020,N,ARCHSD/CW/00037,SA1683_TS001,,830924.8,815859.7,SWT,健康状况(一般) / ,
大叶榕(黄葛树),中西区,建筑署,遮打堂,8/10/2020,N,ARCHSD/CW/00038,SA1678_TS004,ARCHSD CW/3,833676.7,815342.1,OVT & SWT,有枯枝 / 健康状况(一般) / ,适当修剪树木枝条 / 
榕树(细叶榕),中西区,建筑署,遮打堂,8/10/2020,N,ARCHSD/CW/00039,SA1678_TS003,ARCHSD CW/4,833679.2,815357.8,OVT & SWT,健康状况(一般) / ,适当修剪树木枝条 / 
青果榕,中西区,建筑署,遮打堂,8/10/2020,N,ARCHSD/CW/00040,SA1678_TS002,,833683.6,815377.2,SWT,健康状况(一般) / ,
朴树,中西区,建筑署,百事楼,29/10/2020,N,ARCHSD/CW/00041,SA1673_TS002,,833270.3,815798.1,SWT,健康状况(一般) / ,
榕树(细叶榕),中西区,建筑署,光汉台花园,29/10/2020,N,ARCHSD/CW/00042,SA1670_TS002,,833696.3,815962.3,SWT,健康状况(一般) / ,
榕树(细叶榕),中西区,建筑署,加惠民道花园,30/10/2020,N,ARCHSD/CW/00045,SA1585_TS001,,830975,815910,SWT,呈现真菌子实体(少量) / 健康状况(一般) / ,控制病虫害 / 
榕树(细叶榕),中西区,建筑署,"香港犹太教国际学校, 波老道10-12号",31/10/2020,N,ARCHSD/CW/00047,SA1975_TS001,,834798.9,815071.6,SWT,健康状况(一般) / ,
榕树(细叶榕),中西区,建筑署,香港佐治五世纪念公园,30/10/2020,N,ARCHSD/CW/00070,SA1710_TS005,,832909.8,816349.8,SWT,健康状况(一般) / ,
大叶榕(黄葛树),中西区,建筑署,香港佐治五世纪念公园,30/10/2020,N,ARCHSD/CW/00071,SA1710_TS002,,832867.5,816352.7,SWT,呈现树洞(轻微) / 健康状况(一般) / ,适当修剪树木枝条 / 
榕树(细叶榕),中西区,建筑署,香港佐治五世纪念公园,30/10/2020,N,ARCHSD/CW/00072,SA1710_TS001,,832853.4,816353.6,SWT,健康状况(一般) / ,适当修剪树木枝条 / 
榕树(细叶榕),中西区,建筑署,香港佐治五世纪念公园,30/10/2020,N,ARCHSD/CW/00073,SA1706_TS001,,832936.6,816345.1,SWT,有枯枝 / 健康状况(一般) / ,适当修剪树木枝条 / 
榕树(细叶榕),中西区,建筑署,百事楼,8/10/2020,N,ARCHSD/CW/00074,SA1671_TS005,,833283.3,815800.9,SWT,健康状况(一般) / ,适当修剪树木枝条 / 
大叶榕(黄葛树),中西区,建筑署,荷李活道警察已婚宿舍,29/10/2020,N,ARCHSD/CW/00079,SA1738_TS003,,833665.4,816097.1,SWT,健康状况(一般) / ,适当修剪树木枝条 / 
榕树(细叶榕),中西区,建筑署,荷李活道警察已婚宿舍,29/10/2020,N,ARCHSD/CW/00080,SA1738_TS002,,833658.2,816089.9,SWT,健康状况(一般) / ,
榕树(细叶榕),中西区,建筑署,荷李活道警察已婚宿舍,29/10/2020,N,ARCHSD/CW/00081,SA1738_TS001,,833645.6,816077.3,SWT,健康状况(一般) / ,
榕树(细叶榕),中西区,建筑署,卜公花园,27/10/2020,N,ARCHSD/CW/00082,SA1672_TS001,ARCHSD CW/5,833254.1,816217.1,OVT & SWT,有枯枝 / 健康状况(一般) / ,适当修剪树木枝条 / 
榕树(细叶榕),中西区,建筑署,荷李活道警察已婚宿舍,29/10/2020,N,ARCHSD/CW/00083,SA1735_TS008,,833677.8,816106.2,SWT,有枯枝 / 健康状况(一般) / ,适当修剪树木枝条 / 
榕树(细叶榕),中西区,建筑署,荷李活道警察已婚宿舍,29/10/2020,N,ARCHSD/CW/00084,SA1735_TS007,,833685.1,816104.3,SWT,有枯枝 / 健康状况(一般) / ,适当修剪树木枝条 / 控制病虫害 / 
榕树(细叶榕),中西区,建筑署,荷李活道警察已婚宿舍,29/10/2020,N,ARCHSD/CW/00085,SA1735_TS006,,833701.1,816099.1,SWT,有枯枝 / 有明显破损 / 健康状况(一般) / ,适当修剪树木枝条 / 
大叶榕(黄葛树),中西区,建筑署,荷李活道警察已婚宿舍,29/10/2020,N,ARCHSD/CW/00086,SA1735_TS005,,833711.4,816093.6,SWT,有枯枝 / 健康状况(一般) / ,适当修剪树木枝条 / 
大叶榕(黄葛树),中西区,建筑署,荷李活道警察已婚宿舍,29/10/2020,N,ARCHSD/CW/00087,SA1735_TS004,,833713.6,816092.1,SWT,健康状况(一般) / ,
大叶榕(黄葛树),中西区,建筑署,荷李活道警察已婚宿舍,29/10/2020,N,ARCHSD/CW/00088,SA1735_TS003,,833720.2,816088.1,SWT,健康状况(一般) / ,适当修剪树木枝条 / 
大叶榕(黄葛树),中西区,建筑署,荷李活道警察已婚宿舍,29/10/2020,N,ARCHSD/CW/00089,SA1735_TS002,,833725.2,816085.8,SWT,健康状况(一般) / ,
大叶榕(黄葛树),中西区,建筑署,荷李活道警察已婚宿舍,29/10/2020,N,ARCHSD/CW/00090,SA1735_TS001,,833730.2,816081.4,SWT,健康状况(一般) / ,
大叶榕(黄葛树),中西区,建筑署,遮打堂,8/10/2020,N,ARCHSD/CW/00091,SA1539_TS004,,833727.2,815443.9,SWT,有明显破损 / 健康状况(一般) / ,
大叶榕(黄葛树),中西区,建筑署,遮打堂,8/10/2020,N,ARCHSD/CW/00092,SA1539_TS003,,833727.5,815449.8,SWT,健康状况(一般) / ,
榕树(细叶榕),中西区,建筑署,遮打堂,8/10/2020,N,ARCHSD/CW/00093,SA1539_TS002,,833722.2,815454.5,SWT,健康状况(一般) / ,
青果榕,中西区,建筑署,遮打堂,8/10/2020,N,ARCHSD/CW/00094,SA1539_TS001,,833722.5,815460.8,SWT,健康状况(一般) / ,
榕树(细叶榕),中西区,建筑署,香港佐治五世纪念公园,30/10/2020,N,ARCHSD/CW/00096,SA1712_TS004,,832847,816307,SWT,健康状况(一般) / ,
榕树(细叶榕),中西区,建筑署,香港佐治五世纪念公园,30/10/2020,N,ARCHSD/CW/00097,SA1712_TS003,,832847,816299,SWT,健康状况(一般) / ,
大叶榕(黄葛树),中西区,建筑署,香港佐治五世纪念公园,30/10/2020,N,ARCHSD/CW/00098,SA1712_TS002,,832848,816327,SWT,健康状况(一般) / ,
榕树(细叶榕),中西区,建筑署,香港佐治五世纪念公园,30/10/2020,N,ARCHSD/CW/00099,SA1712_TS001,,832849,816337,SWT,健康状况(一般) / ,
榕树(细叶榕),中西区,水务署,百事楼咸水缸， 邻近干德道37号行车通道，斜坡编号 : 11SW-A/R163,17/8/2020,N,WSD/CW/00002,HK_22_T002,,833232.42,815791.85,SWT,健康状况(一般) / ,
榕树(细叶榕),中西区,水务署,百事楼咸水缸， 邻近干德道37号行车通道，斜坡编号 : 11SW-A/R163,17/8/2020,N,WSD/CW/00003,HK_22_T001,,833247.25,815782.88,SWT,健康状况(一般) / ,
榕树(细叶榕),油尖旺区,康乐及文化事务署,油麻地社区中心休憩花园,19/2/2021,N,LCSD/YTM/00133,LCSD YTM/99,LCSD YTM/99,835577.54,818992.55,OVT,呈现树洞(轻微) / 树枝/树干裂开(轻微) / 有明显破损 / ,持续监察 / 
榕树(细叶榕),中西区,建筑署,"遮打堂, 斜坡编号 11SW-AFR62",8/10/2020,N,ARCHSD/CW/00102,SA1642_TS025,,833718.8875,815477.5119,SWT,树冠不对称 / 健康状况(一般) / ,适当修剪树木枝条 / 
榕树(细叶榕),中西区,建筑署,"遮打堂, 斜坡编号 11SW-A/R179",8/10/2020,N,ARCHSD/CW/00103,SA1676_TS001,ARCHSD CW/1,833663.2375,815490.8092,OVT & SWT,健康状况(一般) / ,
榕树(细叶榕),中西区,建筑署,"遮打堂, 斜坡编号 11SW-A/R179",8/10/2020,N,ARCHSD/CW/00104,SA1676_TS002,ARCHSD CW/2,833670.4526,815496.3447,OVT & SWT,呈现真菌子实体(少量) / 健康状况(一般) / ,控制病虫害 / 
榕树(细叶榕),中西区,建筑署,"遮打堂, 斜坡编号 11SW-A/R179",8/10/2020,N,ARCHSD/CW/00106,SA1676_TS004,,833696.2182,815500.7698,SWT,有枯枝 / 健康状况(一般) / ,适当修剪树木枝条 / 
大叶榕(黄葛树),中西区,建筑署,"遮打堂, 斜坡编号 11SW-A/R179",8/10/2020,N,ARCHSD/CW/00107,SA1676_TS005,,833707.5542,815497.4459,SWT,有枯枝 / 健康状况(一般) / ,适当修剪树木枝条 / 
大叶榕(黄葛树),中西区,建筑署,"遮打堂, 斜坡编号 11SW-A/R179",8/10/2020,N,ARCHSD/CW/00108,SA1676_TS006,,833720.949,815479.7263,SWT,健康状况(一般) / ,
大叶榕(黄葛树),中西区,建筑署,"遮打堂, 斜坡编号 11SW-A/R179",8/10/2020,N,ARCHSD/CW/00109,SA1676_TS007,,833719.9166,815468.653,SWT,健康状况(一般) / ,
榕树(细叶榕),中西区,建筑署,"遮打堂, 斜坡编号 11SW-A/R179",8/10/2020,N,ARCHSD/CW/00110,SA1676_TS008,,833730.2163,815429.8944,SWT,健康状况(一般) / ,适当修剪树木枝条 / 
榕树(细叶榕),中西区,建筑署,"荷李活道警察已婚宿舍, 斜坡编号 11SW-A/R58",29/10/2020,N,ARCHSD/CW/00111,SA1735_TS009,,833693.2263,816106.4862,SWT,健康状况(一般) / ,
榕树(细叶榕),中西区,建筑署,"荷李活道警察已婚宿舍, 斜坡编号 11SW-A/R124",29/10/2020,N,ARCHSD/CW/00112,SA1664_TS001,,833729.2869,816052.2206,SWT,健康状况(一般) / ,
大叶榕(黄葛树),中西区,建筑署,"荷李活道警察已婚宿舍, 斜坡编号 11SW-A/R124",29/10/2020,N,ARCHSD/CW/00113,SA1664_TS002,,833723.1036,816052.2216,SWT,有枯枝 / 健康状况(一般) / ,适当修剪树木枝条 / 
榕树(细叶榕),中西区,建筑署,"香港佐治五世纪念公园 , 斜坡编号 11SW-A/R465",30/10/2020,N,ARCHSD/CW/00114,SA1705_TS001,,832980.1326,816344.6989,SWT,有枯枝 / 健康状况(一般) / ,适当修剪树木枝条 / 
榕树(细叶榕),中西区,建筑署,"香港佐治五世纪念公园 , 斜坡编号 11SW-A/R465",30/10/2020,N,ARCHSD/CW/00115,SA1705_TS003,,832972.9191,816345.8077,SWT,健康状况(一般) / ,
榕树(细叶榕),中西区,建筑署,"香港佐治五世纪念公园 , 斜坡编号 11SW-A/R465",30/10/2020,N,ARCHSD/CW/00116,SA1705_TS004,,832970.858,816345.8082,SWT,有明显破损 / 健康状况(一般) / ,
榕树(细叶榕),中西区,建筑署,"香港佐治五世纪念公园, 斜坡编号 11SW-A/R469",30/10/2020,N,ARCHSD/CW/00117,SA1709_TS003,ARCHSD CW/14,832867.8056,816352.4743,OVT & SWT,有枯枝 / 健康状况(一般) / ,适当修剪树木枝条 / 
榕树(细叶榕),中西区,建筑署,"香港佐治五世纪念公园 , 斜坡编号 11SW-A/R469",30/10/2020,N,ARCHSD/CW/00118,SA1709_TS004,,832865.7445,816352.4748,SWT,呈现真菌子实体(少量) / 健康状况(一般) / ,控制病虫害 / 
大叶榕(黄葛树),中西区,建筑署,"香港佐治五世纪念公园 , 斜坡编号 11SW-A/R469",30/10/2020,N,ARCHSD/CW/00119,SA1709_TS005,,832863.6834,816352.4752,SWT,呈现腐烂 (轻微) / 健康状况(一般) / ,
大叶榕(黄葛树),中西区,建筑署,"香港佐治五世纪念公园 , 斜坡编号 11SW-A/R469",30/10/2020,N,ARCHSD/CW/00120,SA1709_TS008,,832857.5004,816353.5839,SWT,健康状况(一般) / ,
大叶榕(黄葛树),中西区,建筑署,"香港佐治五世纪念公园 , 斜坡编号 11SW-A/R469",30/10/2020,N,ARCHSD/CW/00121,SA1709_TS009,,832854.4088,816353.5846,SWT,健康状况(一般) / ,
榕树(细叶榕),中西区,建筑署,"香港佐治五世纪念公园 , 斜坡编号 11SW-A/R469",30/10/2020,N,ARCHSD/CW/00122,SA1709_TS010,,832851.3172,816353.5853,SWT,健康状况(一般) / ,
大叶榕(黄葛树),中西区,建筑署,"香港佐治五世纪念公园 , 斜坡编号 11SW-A/R471",30/10/2020,N,ARCHSD/CW/00123,SA1711_TS002,,832850.2845,816343.6194,SWT,健康状况(一般) / ,
大叶榕(黄葛树),中西区,建筑署,"香港动植物公园, 斜坡编号 11SW-B/CR5",22/10/2020,N,ARCHSD/CW/00124,SA1834_TS031,,833934.2881,815517.3425,SWT,健康状况(一般) / ,
笔管榕,油尖旺区,建筑署,"九龙法院, 斜坡编号 11NW-D/CR341",17/10/2020,N,ARCHSD/YTM/00007,SA0845_TS001,,835869.8267,818828.1298,SWT,健康状况(好) / ,持续监察 / 
榕树(细叶榕),东区,建筑署,"鲤鱼门公园, 斜坡编号 11SE-D/R35",12/10/2020,N,ARCHSD/E/00001,SA1523_TS001,,842259.7,814912.9,SWT,有明显破损 / 健康状况(一般) / ,适当修剪树木枝条 / 
榕树(细叶榕),中西区,建筑署,"白加道15号, 斜坡编号 11SW-D/FR406",30/10/2020,N,ARCHSD/CW/00203,SA2274_TS001,,834424.7499,814663.5172,SWT,有枯枝 / 健康状况(一般) / ,适当修剪树木枝条 / 
榕树(细叶榕),中西区,路政署,般咸道,19/5/2020,N,HYD/CW/00136,hyd_hk_11sw_a_r434_2_wt4,,833089,816162,SWT,有明显破损 / 树冠不对称 / 树干不正常倾斜 / ,持续监察 / 
榕树(细叶榕),中西区,路政署,般咸道,5/12/2020,Y,HYD/CW/00137,HyD CW/1,HYD CW/1,833086,816179,OVT & SWT,呈现腐烂(严重) / 呈现病虫害征状(严重) / 有枯枝 / 有明显破损 / 树冠不对称 / 树干不正常倾斜 / 根脊呈现腐烂/破损并超过主干周长1/3 / ,适当修剪树木枝条 / 控制病虫害 / 持续监察 / 
榕树(细叶榕),黄大仙区,领展,"彩云邨, 彩云商场入口前的休憩处",5/1/2021,N,LINK/WTS/00001,T1,LINK WTS/1,840164.9,821639.4,OVT,嫩枝枯死 (少於 5%) / 有明显破损 / 树冠不对称 / 健康状况(好) / ,适当修剪树木枝条 / 
榕树(细叶榕),九龙城区,康乐及文化事务署,贾炳达道公园近东头村道入口,13/1/2021,N,LCSD/KC/00040,LCSD KC/14,LCSD KC/14,837404.5,821448.82,OVT,有明显破损 / ,持续监察 / 
印度榕(印度橡树),屯门区,房屋署,"大兴邨, 兴昌楼附近",6/2/2021,N,HD/TM/00001,TH-T0752,HD TM/1,814848,829147,OVT,嫩枝枯死 (少於 5%) / 有明显破损 / 健康状况(好) / 其他 / ,持续监察 / 
榕树(细叶榕),深水埗区,建筑署,石硖尾公园,21/10/2020,N,ARCHSD/SSP/00006,SA0700_TS003,ARCHSD SSP/2,835467,821791,OVT,健康状况(好) / ,持续监察 / 
榕树(细叶榕),西贡区,康乐及文化事务署,沙咀游乐场,12/10/2020,N,LCSD/SK/00012,LCSD SK/7,LCSD SK/7,846172.71,826930.38,OVT,嫩枝枯死 (少於 5%) / 呈现腐烂 (轻微) / 有明显破损 / 树冠不对称 / 健康状况(好) / ,持续监察 / 
土沉香(牙香树),九龙城区,康乐及文化事务署,九龙仔公园近滚轴溜冰场,25/9/2020,N,LCSD/KC/00041,LCSD KC/15,LCSD KC/15,836905.44,821363.62,OVT,有明显破损 / 树冠不对称 / ,持续监察 / 
假苹婆,黄大仙区,康乐及文化事务署,摩士四号公园近儿童游乐场,15/9/2020,N,LCSD/WTS/00008,LCSD WTS/9,LCSD WTS/9,837664.29,821879.84,OVT,有明显破损 / ,持续监察 / 
榕树(细叶榕),中西区,路政署,高街,24/9/2020,Y,HYD/CW/00138,HyD CW/3,HYD CW/3,832996,816233,OVT & SWT,树冠不对称 / 健康状况(一般) / ,持续监察 / 
榕树(细叶榕),中西区,建筑署,香港动植物公园,22/10/2020,N,ARCHSD/CW/00204,SA1907_TS001,ARCHSD CW/6,834084,815436,OVT,有枯枝 / 健康状况(一般) / ,适当修剪树木枝条 / 
五月茶(五味子),北区,渔农自然护理署,乌蛟腾犁头石,20/1/2021,Y,AFCD/N/00004,AFCD/TMT/030,AFCD/TMT/030,845403,840987,OVT,嫩枝枯死 (多於 20%) / 不寻常落叶(中等) / 呈现树洞(中等) / 呈现腐烂(中等) / 呈现真菌子实体(少量) / 呈现病虫害征状(轻微) / 树冠不对称 / 白蚁侵扰 / 其他 / ,安装缆索或支撑物 / 限制使用有树木倒塌风险范围 / 持续监察 / 
樟,北区,地政总署,禾径山,7/9/2020,N,LANDSD/N/00006,TU VM 3-8,LANDSD N/3,835604,844063,OVT,嫩枝枯死 (少於 5%) / 呈现树洞(中等) / 树枝/树干裂开(中等) / 有枯枝 / 有明显破损 / 树冠不对称 / 健康状况(一般) / ,适当修剪树木枝条 / 限制使用有树木倒塌风险范围 / 持续监察 / 
人面子,大埔区,地政总署,梅树坑,6/10/2020,N,LANDSD/TP/00002,TU VM 3-9,LANDSD TP/2,833813,834851,OVT,嫩枝枯死 (少於 5%) / 有枯枝 / 有明显破损 / ,适当修剪树木枝条 / 持续监察 / 
木棉,大埔区,康乐及文化事务署,运头角游乐场,6/10/2020,N,LCSD/TP/00020,LCSD TP/21,LCSD TP/21,835458.49,833958.8,OVT,嫩枝枯死 (少於 5%) / 呈现腐烂 (轻微) / 有明显破损 / 健康状况(好) / ,持续监察 / 
榕树(细叶榕),中西区,建筑署,荷李活道警察已婚宿舍,29/10/2020,N,ARCHSD/CW/00211,SA1735_TS010,,833739,816061,SWT,有枯枝 / 健康状况(一般) / ,适当修剪树木枝条 / 
大叶榕(黄葛树),中西区,建筑署,荷李活道警察已婚宿舍,29/10/2020,N,ARCHSD/CW/00212,SA1735_TS011,,833748,816057,SWT,健康状况(一般) / ,适当修剪树木枝条 / 
大叶榕(黄葛树),屯门区,康乐及文化事务署,屯门公园,25/1/2021,N,LCSD/TM/00008,LCSD TM/6,LCSD TM/6,815416.86,827909.43,OVT,嫩枝枯死 (少於 5%) / 呈现树洞(轻微) / 呈现腐烂 (轻微) / 树枝/树干裂开(轻微) / 有明显破损 / 健康状况(一般) / ,持续监察 / 
榕树(细叶榕),屯门区,康乐及文化事务署,屯门仁政街,25/1/2021,N,LCSD/TM/00009,LCSD TM/7,LCSD TM/7,815581.9,828476.82,OVT,嫩枝枯死 (少於 5%) / 有枯枝 / 有明显破损 / 树冠不对称 / 健康状况(一般) / ,持续监察 / 
榕树(细叶榕),油尖旺区,康乐及文化事务署,油麻地小区中心休憩花园,19/2/2021,N,LCSD/YTM/00138,LCSD YTM/113,LCSD YTM/113,835587.83,818965.23,OVT,有明显破损 / ,持续监察 / 
樟,沙田区,地政总署,马鞍山长庚,6/10/2020,N,LANDSD/ST/00005,LANDSD ST/3,LANDSD ST/3,842475,832200,OVT,嫩枝枯死 (少於 5%) / 有枯枝 / 健康状况(好) / ,持续监察 / 
榕树(细叶榕),中西区,政府产业署,法院道近香港公园入口,4/9/2020,N,GPA/CW/00001,GPA/CW/001,GPA CW/1,834915,815386,OVT,健康状况(好) / ,
榕树(细叶榕),中西区,政府产业署,法院道近香港公园入口,4/9/2020,N,GPA/CW/00002,GPA/CW/002,GPA CW/2,834915,815386,OVT,健康状况(一般) / ,
榕树(细叶榕),中西区,政府产业署,法院道近香港公园入口,4/9/2020,N,GPA/CW/00003,GPA/CW/003,GPA CW/3,834918,815382,OVT,健康状况(一般) / ,
榕树(细叶榕),中西区,教育局,英华女学校,24/8/2020,N,EDB/CW/00001,EDB CW1,,833076,816052,SWT,健康状况(一般) / ,适当修剪树木枝条 / 
榕树(细叶榕),中西区,路政署,宝珊道,14/5/2020,N,HYD/CW/00154,hyd_hk_11sw_a_fr276_0_wt1,,832452,815695,SWT,有明显破损 / 树冠不对称 / 树干不正常倾斜 / 等势干并於连结位置呈现内夹树皮/腐烂/树洞/裂缝 / ,适当修剪树木枝条 / 安装缆索或支撑物 / 持续监察 / 
