BBR,Condition_CHS,Condition_CHT,Condition_EN,Department_Ref__No_,District_CHS,District_CHT,District_EN,Last_Inspection_Date,Location_CHS,Location_CHT,Location_EN,MitigationMeasure_CHS,MitigationMeasure_CHT,MitigationMeasure_EN,OVTNo,Responsible_Department_CHS,Responsible_Department_CHT,Responsible_Department_EN,Species_CHS,Species_CHT,Species_EN,TR_no_,Type,XCoordinate,YCoordinate,GeometryLongitude,GeometryLatitude
N,平地 / 土壤被挤压 / 滴水线范围内有限制(少於 25%) / 有树木倒塌记录 / 其他场地观察 / 茁壮程度 (正常) / 受风情况 (部份) / 修剪历史 (清理树冠) / 其他总体情况观察 / 综合树木风险 (中) / 综合剩余风险(中) / 没有场地改变 / ,平地 / 土壤被擠壓 / 滴水線範圍內有限制(少於 25%) / 有樹木倒塌記錄 / 其他場地觀察 / 茁壯程度 (正常) / 受風情況 (部份) / 修剪歷史 (清理樹冠) / 其他總體情況觀察 / 綜合樹木風險 (中) / 綜合剩餘風險(中) / 没有場地改變 / ,Compacted Soil / Flat / No site changes / Other General condition observations / Other Site Condition observations / Overall residual risk(Moderate) / Overall tree risk rating (Moderate) / Pruning history (Cleaned) / Restriction within dripline (Less than 25%) / Tree failure record / Tree vigor (Normal) / Wind exposure (Partial) / ,LCSD SSP/18,"""Sham Shui Po""","""Sham Shui Po""","""Sham Shui Po""",2023-11-09,"""Sham Shui Po Park""","""Sham Shui Po Park""","""Sham Shui Po Park""",清理树冠 / ,清理樹冠 / ,Crown cleaning / ,LCSD SSP/18,"""Leisure and Cultural Services Department""","""Leisure and Cultural Services Department""","""Leisure and Cultural Services Department""",榕树(细叶榕),榕樹(細葉榕),Ficus microcarpa,LCSD/SSP/00043,OVT,834238,821488,114.15716900000007,22.332439000000022
N,土壤情况正常 / 滴水线范围内有限制(25 - 50%) / 有树木倒塌记录 / 其他场地观察 / 茁壮程度 (正常) / 受风情况 (部份) / 修剪历史 (清理树冠) / 其他总体情况观察 / 综合树木风险 (低) / 综合剩余风险(低) / 其他地势 / 没有场地改变 / ,土壤情況正常 / 滴水線範圍內有限制(25 - 50%) / 有樹木倒塌記錄 / 其他場地觀察 / 茁壯程度 (正常) / 受風情況 (部份) / 修剪歷史 (清理樹冠) / 其他總體情況觀察 / 綜合樹木風險 (低) / 綜合剩餘風險(低) / 其他地勢 / 没有場地改變 / ,No site changes / Normal Soil / Other General condition observations / Other Site Condition observations / Other topography / Overall residual risk(Low) / Overall tree risk rating (Low) / Pruning history (Cleaned) / Restriction within dripline (25 - 50%) / Tree failure record / Tree vigor (Normal) / Wind exposure (Partial) / ,LCSD SK/6,"""Sai Kung""","""Sai Kung""","""Sai Kung""",2023-07-24,"""SK Roadside(OVT)  ""","""SK Roadside(OVT)  ""","""SK Roadside(OVT)  """,清理树冠 / ,清理樹冠 / ,Crown cleaning / ,LCSD SK/6,"""Leisure and Cultural Services Department""","""Leisure and Cultural Services Department""","""Leisure and Cultural Services Department""",黄桐,黃桐,Endospermum chinense,LCSD/SK/00008,OVT,844722,822131,114.25894000000005,22.338226000000077
N,土壤情况正常 / 滴水线范围内有限制(多於 70%) / 有树木倒塌记录 / 其他场地观察 / 茁壮程度 (正常) / 倾斜 (趋光性) / 倾斜 (已自然修正) / 受风情况 (部份) / 修剪历史 (清理树冠) / 其他总体情况观察 / 综合树木风险 (低) / 综合剩余风险(低) / 其他地势 / 没有场地改变 / ,土壤情況正常 / 滴水線範圍內有限制(多於 70%) / 有樹木倒塌記錄 / 其他場地觀察 / 茁壯程度 (正常) / 傾斜 (趨光性) / 傾斜 (已自然修正) / 受風情況 (部份) / 修剪歷史 (清理樹冠) / 其他總體情況觀察 / 綜合樹木風險 (低) / 綜合剩餘風險(低) / 其他地勢 / 没有場地改變 / ,Lean (Natural due to phototropism) / Lean (Self-corrected) / No site changes / Normal Soil / Other General condition observations / Other Site Condition observations / Other topography / Overall residual risk(Low) / Overall tree risk rating (Low) / Pruning history (Cleaned) / Restriction within dripline (Over 75%) / Tree failure record / Tree vigor (Normal) / Wind exposure (Partial) / ,LCSD SK/5,"""Sai Kung""","""Sai Kung""","""Sai Kung""",2023-07-24,"""SK Roadside(OVT)  ""","""SK Roadside(OVT)  ""","""SK Roadside(OVT)  """,清理树冠 / ,清理樹冠 / ,Crown cleaning / ,LCSD SK/5,"""Leisure and Cultural Services Department""","""Leisure and Cultural Services Department""","""Leisure and Cultural Services Department""",黄桐,黃桐,Endospermum chinense,LCSD/SK/00009,OVT,844724,822128,114.25895900000012,22.33819900000003
N,土壤情况正常 / 滴水线范围内有限制(25 - 50%) / 有树木倒塌记录 / 其他场地观察 / 茁壮程度 (正常) / 受风情况 (部份) / 修剪历史 (清理树冠) / 修剪历史 (提升树冠) / 其他总体情况观察 / 综合树木风险 (中) / 综合剩余风险(中) / 其他地势 / 没有场地改变 / ,土壤情況正常 / 滴水線範圍內有限制(25 - 50%) / 有樹木倒塌記錄 / 其他場地觀察 / 茁壯程度 (正常) / 受風情況 (部份) / 修剪歷史 (清理樹冠) / 修剪歷史 (提升樹冠) / 其他總體情況觀察 / 綜合樹木風險 (中) / 綜合剩餘風險(中) / 其他地勢 / 没有場地改變 / ,No site changes / Normal Soil / Other General condition observations / Other Site Condition observations / Other topography / Overall residual risk(Moderate) / Overall tree risk rating (Moderate) / Pruning history (Cleaned) / Pruning history (Raised) / Restriction within dripline (25 - 50%) / Tree failure record / Tree vigor (Normal) / Wind exposure (Partial) / ,LCSD SK/1,"""Sai Kung""","""Sai Kung""","""Sai Kung""",2023-07-05,"""SK Roadside(OVT)  ""","""SK Roadside(OVT)  ""","""SK Roadside(OVT)  """,清理树冠 / 病虫害控制 / ,清理樹冠 / 病蟲害控制 / ,Crown cleaning / Pest/ disease control / ,LCSD SK/1,"""Leisure and Cultural Services Department""","""Leisure and Cultural Services Department""","""Leisure and Cultural Services Department""",樟,樟,Cinnamomum camphora,LCSD/SK/00010,OVT,846480,827848,114.27604200000007,22.38984400000004
N,土壤情况正常 / 滴水线范围内有限制(51 - 75%) / 天然山坡 / 有树木倒塌记录 / 其他场地观察 / 茁壮程度 (正常) / 受风情况 (部份) / 修剪历史 (清理树冠) / 修剪历史 (提升树冠) / 修剪历史 (缩减树冠) / 其他总体情况观察 / 综合树木风险 (中) / 综合剩余风险(低) / 没有场地改变 / ,土壤情況正常 / 滴水線範圍內有限制(51 - 75%) / 天然山坡 / 有樹木倒塌記錄 / 其他場地觀察 / 茁壯程度 (正常) / 受風情況 (部份) / 修剪歷史 (清理樹冠) / 修剪歷史 (提升樹冠) / 修剪歷史 (縮減樹冠) / 其他總體情況觀察 / 綜合樹木風險 (中) / 綜合剩餘風險(低) / 没有場地改變 / ,Natural terrain / No site changes / Normal Soil / Other General condition observations / Other Site Condition observations / Overall residual risk(Low) / Overall tree risk rating (Moderate) / Pruning history (Cleaned) / Pruning history (Raised) / Pruning history (Reduced) / Restriction within dripline (51 - 75%) / Tree failure record / Tree vigor (Normal) / Wind exposure (Partial) / ,LCSD S/41,"""Southern""","""Southern""","""Southern""",2023-12-27,"""S Roadside(OVT)  ""","""S Roadside(OVT)  ""","""S Roadside(OVT)  """,清理树冠 / ,清理樹冠 / ,Crown cleaning / ,LCSD S/41,"""Leisure and Cultural Services Department""","""Leisure and Cultural Services Department""","""Leisure and Cultural Services Department""",印度榕(印度橡树),印度榕(印度橡樹),Ficus elastica,LCSD/S/00030,OVT,840471,809932,114.21764200000007,22.22807700000004
N,土壤情况正常 / 滴水线范围内有限制(51 - 75%) / 天然山坡 / 有树木倒塌记录 / 其他场地观察 / 茁壮程度 (正常) / 受风情况 (部份) / 钢索或支架 / 修剪历史 (清理树冠) / 修剪历史 (提升树冠) / 修剪历史 (缩减树冠) / 其他总体情况观察 / 综合树木风险 (中) / 综合剩余风险(低) / 没有场地改变 / ,土壤情況正常 / 滴水線範圍內有限制(51 - 75%) / 天然山坡 / 有樹木倒塌記錄 / 其他場地觀察 / 茁壯程度 (正常) / 受風情況 (部份) / 鋼索或支架 / 修剪歷史 (清理樹冠) / 修剪歷史 (提升樹冠) / 修剪歷史 (縮減樹冠) / 其他總體情況觀察 / 綜合樹木風險 (中) / 綜合剩餘風險(低) / 没有場地改變 / ,Cable or brace / Natural terrain / No site changes / Normal Soil / Other General condition observations / Other Site Condition observations / Overall residual risk(Low) / Overall tree risk rating (Moderate) / Pruning history (Cleaned) / Pruning history (Raised) / Pruning history (Reduced) / Restriction within dripline (51 - 75%) / Tree failure record / Tree vigor (Normal) / Wind exposure (Partial) / ,LCSD S/40,"""Southern""","""Southern""","""Southern""",2023-12-27,"""S Roadside(OVT)  ""","""S Roadside(OVT)  ""","""S Roadside(OVT)  """,清理树冠 / ,清理樹冠 / ,Crown cleaning / ,LCSD S/40,"""Leisure and Cultural Services Department""","""Leisure and Cultural Services Department""","""Leisure and Cultural Services Department""",印度榕(印度橡树),印度榕(印度橡樹),Ficus elastica,LCSD/S/00031,OVT,840468,809922,114.21761300000003,22.22798700000004
N,平地 / 土壤被挤压 / 滴水线范围内有限制(多於 70%) / 有树木倒塌记录 / 其他场地观察 / 茁壮程度 (正常) / 倾斜 (趋光性) / 受风情况 (部份) / 修剪历史 (清理树冠) / 修剪历史 (疏减树冠) / 修剪历史 (提升树冠) / 修剪历史 (缩减树冠) / 其他总体情况观察 / 综合树木风险 (中) / 综合剩余风险(低) / 没有场地改变 / ,平地 / 土壤被擠壓 / 滴水線範圍內有限制(多於 70%) / 有樹木倒塌記錄 / 其他場地觀察 / 茁壯程度 (正常) / 傾斜 (趨光性) / 受風情況 (部份) / 修剪歷史 (清理樹冠) / 修剪歷史 (疏減樹冠) / 修剪歷史 (提升樹冠) / 修剪歷史 (縮減樹冠) / 其他總體情況觀察 / 綜合樹木風險 (中) / 綜合剩餘風險(低) / 没有場地改變 / ,Compacted Soil / Flat / Lean (Natural due to phototropism) / No site changes / Other General condition observations / Other Site Condition observations / Overall residual risk(Low) / Overall tree risk rating (Moderate) / Pruning history (Cleaned) / Pruning history (Raised) / Pruning history (Reduced) / Pruning history (Thinned) / Restriction within dripline (Over 75%) / Tree failure record / Tree vigor (Normal) / Wind exposure (Partial) / ,LCSD S/37,"""Southern""","""Southern""","""Southern""",2023-11-24,"""Sun Pat Kan Sitting-out Area""","""Sun Pat Kan Sitting-out Area""","""Sun Pat Kan Sitting-out Area""",清理树冠 / ,清理樹冠 / ,Crown cleaning / ,LCSD S/37,"""Leisure and Cultural Services Department""","""Leisure and Cultural Services Department""","""Leisure and Cultural Services Department""",榄仁树,欖仁樹,Terminalia catappa,LCSD/S/00033,OVT,840040,808674,114.21345900000006,22.216717000000074
N,土壤被挤压 / 滴水线范围内有限制(多於 70%) / 有树木倒塌记录 / 其他场地观察 / 茁壮程度 (正常) / 受风情况 (部份) / 钢索或支架 / 修剪历史 (清理树冠) / 修剪历史 (提升树冠) / 修剪历史 (缩减树冠) / 其他总体情况观察 / 综合树木风险 (低) / 综合剩余风险(低) / 其他地势 / 没有场地改变 / ,土壤被擠壓 / 滴水線範圍內有限制(多於 70%) / 有樹木倒塌記錄 / 其他場地觀察 / 茁壯程度 (正常) / 受風情況 (部份) / 鋼索或支架 / 修剪歷史 (清理樹冠) / 修剪歷史 (提升樹冠) / 修剪歷史 (縮減樹冠) / 其他總體情況觀察 / 綜合樹木風險 (低) / 綜合剩餘風險(低) / 其他地勢 / 没有場地改變 / ,Cable or brace / Compacted Soil / No site changes / Other General condition observations / Other Site Condition observations / Other topography / Overall residual risk(Low) / Overall tree risk rating (Low) / Pruning history (Cleaned) / Pruning history (Raised) / Pruning history (Reduced) / Restriction within dripline (Over 75%) / Tree failure record / Tree vigor (Normal) / Wind exposure (Partial) / ,LCSD S/31,"""Southern""","""Southern""","""Southern""",2023-11-21,"""S Roadside(OVT)  ""","""S Roadside(OVT)  ""","""S Roadside(OVT)  """,清理树冠 / 树冠疏理 / 缩减树冠 / 树冠提升 / ,清理樹冠 / 樹冠疏理 / 縮減樹冠 / 樹冠提升 / ,Crown cleaning / Crown raising / Crown reduction / Crown thinning / ,LCSD S/31,"""Leisure and Cultural Services Department""","""Leisure and Cultural Services Department""","""Leisure and Cultural Services Department""",榕树(细叶榕),榕樹(細葉榕),Ficus microcarpa,LCSD/S/00034,OVT & SWT,839871,808915,114.2118200000001,22.218894000000034
N,土壤情况正常 / 滴水线范围内有限制(51 - 75%) / 有树木倒塌记录 / 其他场地观察 / 茁壮程度 (正常) / 人造斜坡 / 受风情况 (部份) / 野生动物或鸟巢 / 钢索或支架 / 修剪历史 (清理树冠) / 修剪历史 (提升树冠) / 修剪历史 (结构修剪) / 修剪历史 (削顶) / 其他总体情况观察 / 综合树木风险 (中) / 综合剩余风险(中) / 没有场地改变 / ,土壤情況正常 / 滴水線範圍內有限制(51 - 75%) / 有樹木倒塌記錄 / 其他場地觀察 / 茁壯程度 (正常) / 人造斜坡 / 受風情況 (部份) / 野生動物或鳥巢 / 鋼索或支架 / 修剪歷史 (清理樹冠) / 修剪歷史 (提升樹冠) / 修剪歷史 (結構修剪) / 修剪歷史 (削頂) / 其他總體情況觀察 / 綜合樹木風險 (中) / 綜合剩餘風險(中) / 没有場地改變 / ,Cable or brace / Man-made slope / No site changes / Normal Soil / Other General condition observations / Other Site Condition observations / Overall residual risk(Moderate) / Overall tree risk rating (Moderate) / Pruning history (Cleaned) / Pruning history (Raised) / Pruning history (Structural pruning) / Pruning history (Topped) / Restriction within dripline (51 - 75%) / Tree failure record / Tree vigor (Normal) / Wildlife or nesting site / Wind exposure (Partial) / ,SA2709_TS006,"""Southern""","""Southern""","""Southern""",2023-10-30,"""Stanley New Street / Stanley Village Road Sitting Out Area""","""Stanley New Street / Stanley Village Road Sitting Out Area""","""Stanley New Street / Stanley Village Road Sitting Out Area""",其他缓减措施 / ,其他緩減措施 / ,Others / ,ARCHSD S/2,"""Architectural Services Department""","""Architectural Services Department""","""Architectural Services Department""",木麻黄,木麻黃,Casuarina equisetifolia,ARCHSD/S/00012,OVT,839974.929,808914.311,114.21282800000006,22.21888800000005
N,土壤情况正常 / 滴水线范围内有限制(51 - 75%) / 有树木倒塌记录 / 其他场地观察 / 茁壮程度 (正常) / 受风情况 (风洞) / 修剪历史 (清理树冠) / 修剪历史 (疏减树冠) / 修剪历史 (缩减树冠) / 其他总体情况观察 / 综合树木风险 (中) / 综合剩余风险(低) / 其他地势 / 没有场地改变 / ,土壤情況正常 / 滴水線範圍內有限制(51 - 75%) / 有樹木倒塌記錄 / 其他場地觀察 / 茁壯程度 (正常) / 受風情況 (風洞) / 修剪歷史 (清理樹冠) / 修剪歷史 (疏減樹冠) / 修剪歷史 (縮減樹冠) / 其他總體情況觀察 / 綜合樹木風險 (中) / 綜合剩餘風險(低) / 其他地勢 / 没有場地改變 / ,No site changes / Normal Soil / Other General condition observations / Other Site Condition observations / Other topography / Overall residual risk(Low) / Overall tree risk rating (Moderate) / Pruning history (Cleaned) / Pruning history (Reduced) / Pruning history (Thinned) / Restriction within dripline (51 - 75%) / Tree failure record / Tree vigor (Normal) / Wind exposure (Wind funneling) / ,LCSD S/29,"""Southern""","""Southern""","""Southern""",2024-01-10,"""Amenity Plot at Stanley Mound Road""","""Amenity Plot at Stanley Mound Road""","""Amenity Plot at Stanley Mound Road""",清理树冠 / 病虫害控制 / ,清理樹冠 / 病蟲害控制 / ,Crown cleaning / Pest/ disease control / ,LCSD S/29,"""Leisure and Cultural Services Department""","""Leisure and Cultural Services Department""","""Leisure and Cultural Services Department""",东方乌檀,東方烏檀,Nauclea orientalis,LCSD/S/00036,OVT,840024,809179,114.2133050000001,22.22127800000004
N,土壤情况正常 / 有树木倒塌记录 / 其他场地观察 / 茁壮程度 (正常) / 倾斜 (趋光性) / 受风情况 (风洞) / 修剪历史 (清理树冠) / 修剪历史 (缩减树冠) / 其他总体情况观察 / 综合树木风险 (中) / 综合剩余风险(低) / 其他地势 / 没有场地改变 / ,土壤情況正常 / 有樹木倒塌記錄 / 其他場地觀察 / 茁壯程度 (正常) / 傾斜 (趨光性) / 受風情況 (風洞) / 修剪歷史 (清理樹冠) / 修剪歷史 (縮減樹冠) / 其他總體情況觀察 / 綜合樹木風險 (中) / 綜合剩餘風險(低) / 其他地勢 / 没有場地改變 / ,Lean (Natural due to phototropism) / No site changes / Normal Soil / Other General condition observations / Other Site Condition observations / Other topography / Overall residual risk(Low) / Overall tree risk rating (Moderate) / Pruning history (Cleaned) / Pruning history (Reduced) / Tree failure record / Tree vigor (Normal) / Wind exposure (Wind funneling) / ,LCSD S/27,"""Southern""","""Southern""","""Southern""",2024-01-10,"""Amenity Plot at Stanley Mound Road""","""Amenity Plot at Stanley Mound Road""","""Amenity Plot at Stanley Mound Road""",清理树冠 / 病虫害控制 / ,清理樹冠 / 病蟲害控制 / ,Crown cleaning / Pest/ disease control / ,LCSD S/27,"""Leisure and Cultural Services Department""","""Leisure and Cultural Services Department""","""Leisure and Cultural Services Department""",东方乌檀,東方烏檀,Nauclea orientalis,LCSD/S/00037,OVT,840020,809178,114.21326600000009,22.221269000000063
